19576 	 69009 	 0 	 0 	 0 	 3 	 -452 	 -543 	 211	 182 	 -547
19577 	 69009 	 0 	 0 	 0 	 1 	 -458 	 -545 	 249	 180 	 -547
19578 	 69009 	 0 	 0 	 0 	 1 	 -458 	 -545 	 221	 180 	 -545
19580 	 69008 	 0 	 0 	 0 	 0 	 -472 	 -546 	 245	 176 	 -543
19580 	 69008 	 0 	 0 	 0 	 0 	 -472 	 -546 	 245	 176 	 -543
19584 	 69008 	 0 	 0 	 0 	 0 	 -485 	 -546 	 244	 173 	 -543
19585 	 69008 	 0 	 0 	 0 	 0 	 -485 	 -546 	 211	 174 	 -543
19585 	 69008 	 0 	 0 	 0 	 0 	 -485 	 -546 	 211	 174 	 -543
19587 	 69007 	 0 	 0 	 0 	 0 	 -478 	 -546 	 243	 173 	 -546
19588 	 69007 	 0 	 0 	 0 	 0 	 -472 	 -546 	 213	 172 	 -547
19590 	 69008 	 0 	 0 	 0 	 0 	 -478 	 -546 	 226	 177 	 -545
19591 	 69008 	 0 	 0 	 0 	 0 	 -478 	 -546 	 228	 177 	 -545
19591 	 69008 	 0 	 0 	 0 	 0 	 -478 	 -546 	 228	 177 	 -545
19592 	 69009 	 0 	 0 	 0 	 3 	 -485 	 -543 	 202	 177 	 -545
19593 	 69009 	 0 	 0 	 0 	 3 	 -485 	 -543 	 266	 176 	 -545
19594 	 69009 	 0 	 0 	 0 	 3 	 -485 	 -543 	 202	 175 	 -545
19594 	 69009 	 0 	 0 	 0 	 3 	 -485 	 -543 	 202	 175 	 -545
19598 	 69007 	 0 	 0 	 0 	 -2 	 -458 	 -547 	 286	 170 	 -543
19599 	 69007 	 0 	 0 	 0 	 -2 	 -458 	 -547 	 210	 161 	 -545
19599 	 69007 	 0 	 0 	 0 	 -2 	 -458 	 -547 	 210	 161 	 -545
19601 	 69008 	 0 	 0 	 0 	 0 	 -472 	 -546 	 252	 154 	 -546
19602 	 69007 	 0 	 0 	 0 	 0 	 -465 	 -546 	 277	 150 	 -546
19604 	 69008 	 0 	 0 	 0 	 1 	 -472 	 -545 	 195	 141 	 -546
19605 	 69008 	 0 	 0 	 0 	 1 	 -485 	 -545 	 239	 139 	 -546
19606 	 69008 	 0 	 0 	 0 	 0 	 -472 	 -546 	 219	 136 	 -546
19607 	 69008 	 0 	 0 	 0 	 0 	 -472 	 -546 	 186	 136 	 -546
19608 	 69009 	 0 	 0 	 0 	 3 	 -485 	 -543 	 235	 138 	 -546
19613 	 69008 	 0 	 0 	 0 	 0 	 -472 	 -546 	 208	 144 	 -546
19614 	 69009 	 0 	 0 	 0 	 0 	 -485 	 -546 	 208	 150 	 -543
19615 	 69011 	 0 	 0 	 0 	 1 	 -505 	 -545 	 201	 151 	 -543
19616 	 69011 	 0 	 0 	 0 	 1 	 -498 	 -545 	 246	 154 	 -543
19617 	 69011 	 0 	 0 	 0 	 5 	 -505 	 -541 	 246	 158 	 -543
19617 	 69011 	 0 	 0 	 0 	 5 	 -505 	 -541 	 246	 158 	 -543
19618 	 69008 	 0 	 0 	 0 	 1 	 -485 	 -545 	 252	 151 	 -547
19620 	 69007 	 0 	 0 	 0 	 -2 	 -472 	 -547 	 246	 144 	 -547
19621 	 69008 	 0 	 0 	 0 	 -2 	 -478 	 -547 	 246	 142 	 -547
19622 	 69008 	 0 	 0 	 0 	 -2 	 -472 	 -547 	 246	 142 	 -546
19622 	 69008 	 0 	 0 	 0 	 -2 	 -472 	 -547 	 246	 142 	 -546
19626 	 69009 	 0 	 0 	 0 	 3 	 -485 	 -543 	 212	 131 	 -545
19628 	 69009 	 0 	 0 	 0 	 1 	 -485 	 -545 	 162	 125 	 -546
19628 	 69009 	 0 	 0 	 0 	 1 	 -485 	 -545 	 162	 125 	 -546
19629 	 69009 	 0 	 0 	 0 	 1 	 -491 	 -545 	 169	 126 	 -546
19630 	 69009 	 0 	 0 	 0 	 0 	 -485 	 -546 	 190	 132 	 -543
