0 	 -7156 	 -2.4000 	 -1.3660 	 1990 	 3190 	 0 	 0.0000 	 0.0000 	 0.0000 	 0.0000 	 14356.286 	 0 
0 	 -5563 	 -2.4000 	 -1.3660 	 1980 	 3180 	 0 	 0.0000 	 0.0000 	 0.0000 	 0.0000 	 14356.291 	 0 
0 	 -5242 	 -2.4000 	 -1.3660 	 1920 	 3180 	 0 	 0.0000 	 0.0000 	 0.0000 	 0.0000 	 14356.292 	 0 
0 	 -4598 	 -2.4000 	 -1.3660 	 1910 	 3190 	 0 	 0.0000 	 0.0000 	 0.0000 	 0.0000 	 14356.294 	 0 
0 	 -4275 	 -2.4000 	 -1.3660 	 1890 	 3200 	 0 	 0.0000 	 0.0000 	 0.0000 	 0.0000 	 14356.295 	 0 
0 	 -3635 	 -2.4000 	 -1.3660 	 1880 	 3210 	 0 	 0.0000 	 0.0000 	 0.0000 	 0.0000 	 14356.297 	 0 
0 	 -3317 	 -2.4000 	 -1.3660 	 1860 	 3210 	 0 	 0.0000 	 0.0000 	 0.0000 	 0.0000 	 14356.298 	 0 
0 	 -2679 	 -2.4000 	 -1.3660 	 1850 	 3200 	 0 	 0.0000 	 0.0000 	 0.0000 	 0.0000 	 14356.300 	 0 
0 	 -2358 	 -2.4000 	 -1.3660 	 1830 	 3190 	 0 	 0.0000 	 0.0000 	 0.0000 	 0.0000 	 14356.301 	 0 
0 	 -1714 	 -2.4000 	 -1.3660 	 1820 	 3190 	 0 	 0.0000 	 0.0000 	 0.0000 	 0.0000 	 14356.303 	 0 
0 	 -1391 	 -2.4000 	 -1.3660 	 1800 	 3200 	 0 	 0.0000 	 0.0000 	 0.0000 	 0.0000 	 14356.304 	 0 
0 	 -747 	 -2.4000 	 -1.3660 	 1790 	 3210 	 0 	 0.0000 	 0.0000 	 0.0000 	 0.0000 	 14356.306 	 0 
0 	 -425 	 -2.4000 	 -1.3660 	 1780 	 3220 	 0 	 0.0000 	 0.0000 	 0.0000 	 0.0000 	 14356.307 	 0 
0 	 210 	 -2.4000 	 -1.3660 	 1770 	 3220 	 0 	 0.0000 	 0.0000 	 0.0000 	 0.0000 	 14356.309 	 0 
0 	 529 	 -2.4000 	 -1.3660 	 1750 	 3210 	 0 	 0.0000 	 0.0000 	 0.0000 	 0.0000 	 14356.310 	 0 
0 	 1169 	 -2.4000 	 -1.3660 	 1740 	 3180 	 0 	 0.0000 	 0.0000 	 0.0000 	 0.0000 	 14356.312 	 0 
0 	 1487 	 -2.4000 	 -1.3660 	 1730 	 3180 	 0 	 0.0000 	 0.0000 	 0.0000 	 0.0000 	 14356.313 	 0 
0 	 2124 	 -2.4000 	 -1.3660 	 1720 	 3180 	 0 	 0.0000 	 0.0000 	 0.0000 	 0.0000 	 14356.315 	 0 
0 	 2444 	 -2.4000 	 -1.3660 	 1700 	 3180 	 0 	 0.0000 	 0.0000 	 0.0000 	 0.0000 	 14356.316 	 0 
0 	 3086 	 -2.4000 	 -1.3660 	 1690 	 3190 	 0 	 0.0000 	 0.0000 	 0.0000 	 0.0000 	 14356.318 	 0 
0 	 3405 	 -2.4000 	 -1.3660 	 1680 	 3190 	 0 	 0.0000 	 0.0000 	 0.0000 	 0.0000 	 14356.319 	 0 
0 	 4037 	 -2.4000 	 -1.3660 	 1670 	 3200 	 0 	 0.0000 	 0.0000 	 0.0000 	 0.0000 	 14356.321 	 0 
0 	 4353 	 -2.4000 	 -1.3660 	 1660 	 3190 	 0 	 0.0000 	 0.0000 	 0.0000 	 0.0000 	 14356.322 	 0 
0 	 4985 	 -2.4000 	 -1.3660 	 1650 	 3160 	 0 	 0.0000 	 0.0000 	 0.0000 	 0.0000 	 14356.324 	 0 
0 	 5302 	 -2.4000 	 -1.3660 	 1630 	 3160 	 0 	 0.0000 	 0.0000 	 0.0000 	 0.0000 	 14356.325 	 0 
0 	 5935 	 -2.4000 	 -1.3660 	 1630 	 3160 	 0 	 0.0000 	 0.0000 	 0.0000 	 0.0000 	 14356.327 	 0 
0 	 6249 	 -2.4000 	 -1.3660 	 1610 	 3160 	 0 	 0.0000 	 0.0000 	 0.0000 	 0.0000 	 14356.328 	 0 
0 	 6875 	 -2.4000 	 -1.3660 	 1610 	 3150 	 0 	 0.0000 	 0.0000 	 0.0000 	 0.0000 	 14356.330 	 0 
0 	 7189 	 -2.4000 	 -1.3660 	 1590 	 3140 	 0 	 0.0000 	 0.0000 	 0.0000 	 0.0000 	 14356.331 	 0 
