92584 	 -83924 	 -83920 	 -83920 	 -83920 	 0 	 79 	 839 	 576	 25957
92586 	 -83924 	 -83920 	 -83920 	 -83920 	 1 	 86 	 839 	 577	 25443
92589 	 -83924 	 -83920 	 -83920 	 -83920 	 0 	 73 	 839 	 564	 24929
92591 	 -83924 	 -83920 	 -83920 	 -83920 	 0 	 59 	 839 	 573	 25443
92593 	 -83924 	 -83920 	 -83920 	 -83920 	 0 	 59 	 839 	 571	 24929
92595 	 -83924 	 -83920 	 -83920 	 -83920 	 0 	 66 	 839 	 576	 24929
92597 	 -83924 	 -83920 	 -83920 	 -83920 	 2 	 53 	 840 	 570	 24415
92599 	 -83924 	 -83920 	 -83920 	 -83920 	 0 	 59 	 839 	 557	 25443
92601 	 -83924 	 -83920 	 -83920 	 -83920 	 0 	 66 	 839 	 573	 25957
92603 	 -83924 	 -83920 	 -83920 	 -83920 	 -1 	 59 	 838 	 563	 25443
92605 	 -83924 	 -83920 	 -83920 	 -83920 	 0 	 73 	 839 	 566	 25443
92607 	 -83924 	 -83920 	 -83920 	 -83920 	 0 	 66 	 839 	 566	 26471
92609 	 -83924 	 -83920 	 -83920 	 -83920 	 0 	 53 	 839 	 566	 25957
92611 	 -83924 	 -83920 	 -83920 	 -83920 	 1 	 73 	 839 	 577	 25957
92613 	 -83923 	 -83920 	 -83920 	 -83920 	 1 	 73 	 839 	 565	 26728
92615 	 -83921 	 -83920 	 -83920 	 -83920 	 3 	 59 	 841 	 577	 27499
92617 	 -83921 	 -83920 	 -83920 	 -83920 	 0 	 66 	 839 	 574	 27499
92619 	 -83923 	 -83920 	 -83920 	 -83920 	 0 	 66 	 839 	 561	 26728
92621 	 -83924 	 -83920 	 -83920 	 -83920 	 0 	 66 	 839 	 594	 25957
92623 	 -83923 	 -83920 	 -83920 	 -83920 	 0 	 59 	 839 	 572	 26728
92625 	 -83923 	 -83920 	 -83920 	 -83920 	 1 	 66 	 839 	 555	 26728
92627 	 -83923 	 -83920 	 -83920 	 -83920 	 0 	 66 	 839 	 557	 26728
92629 	 -83923 	 -83920 	 -83920 	 -83920 	 2 	 59 	 840 	 573	 26728
92631 	 -83921 	 -83920 	 -83920 	 -83920 	 1 	 59 	 839 	 570	 27499
92633 	 -83920 	 -83920 	 -83920 	 -83920 	 4 	 53 	 842 	 571	 28270
92635 	 -83919 	 -83920 	 -83920 	 -83920 	 0 	 39 	 839 	 565	 29298
92637 	 -83920 	 -83920 	 -83920 	 -83920 	 0 	 53 	 839 	 567	 28270
92639 	 -83921 	 -83920 	 -83920 	 -83920 	 -1 	 66 	 838 	 581	 27499
92641 	 -83921 	 -83920 	 -83920 	 -83920 	 0 	 53 	 839 	 583	 27499
92643 	 -83921 	 -83920 	 -83920 	 -83920 	 0 	 46 	 839 	 570	 26985
92645 	 -83921 	 -83920 	 -83920 	 -83920 	 0 	 46 	 839 	 587	 26471
92647 	 -83923 	 -83920 	 -83920 	 -83920 	 -1 	 59 	 838 	 593	 25700
92649 	 -83924 	 -83920 	 -83920 	 -83920 	 0 	 66 	 839 	 560	 25443
92651 	 -83923 	 -83920 	 -83920 	 -83920 	 -1 	 53 	 838 	 577	 26728
92653 	 -83924 	 -83920 	 -83920 	 -83920 	 1 	 59 	 839 	 567	 25443
92655 	 -83924 	 -83920 	 -83920 	 -83920 	 -1 	 66 	 838 	 561	 25443
92657 	 -83924 	 -83920 	 -83920 	 -83920 	 0 	 59 	 839 	 583	 25443
92659 	 -83923 	 -83920 	 -83920 	 -83920 	 0 	 66 	 839 	 573	 26214
92661 	 -83924 	 -83920 	 -83920 	 -83920 	 0 	 59 	 839 	 594	 24929
92663 	 -83925 	 -83920 	 -83920 	 -83920 	 0 	 73 	 839 	 566	 23644
92665 	 -83923 	 -83920 	 -83920 	 -83920 	 0 	 66 	 839 	 559	 24672
92667 	 -83923 	 -83920 	 -83920 	 -83920 	 2 	 53 	 840 	 534	 25186
92669 	 -83923 	 -83920 	 -83920 	 -83920 	 0 	 53 	 839 	 551	 25700
92671 	 -83925 	 -83920 	 -83920 	 -83920 	 -1 	 66 	 838 	 581	 24158
92673 	 -83925 	 -83920 	 -83920 	 -83920 	 -1 	 66 	 838 	 545	 24158
92675 	 -83923 	 -83920 	 -83920 	 -83920 	 2 	 53 	 840 	 541	 25700
92677 	 -83923 	 -83920 	 -83920 	 -83920 	 1 	 59 	 839 	 561	 26214
92679 	 -83923 	 -83920 	 -83920 	 -83920 	 2 	 66 	 840 	 584	 26728
92681 	 -83923 	 -83920 	 -83920 	 -83920 	 0 	 66 	 839 	 591	 26214
92683 	 -83923 	 -83920 	 -83920 	 -83920 	 1 	 59 	 839 	 579	 26728
92685 	 -83924 	 -83920 	 -83920 	 -83920 	 -2 	 59 	 837 	 561	 25957
92687 	 -83925 	 -83920 	 -83920 	 -83920 	 0 	 66 	 839 	 577	 25186
92689 	 -83923 	 -83920 	 -83920 	 -83920 	 0 	 53 	 839 	 580	 26214
92691 	 -83925 	 -83920 	 -83920 	 -83920 	 1 	 66 	 839 	 598	 25186
