406280 	 -10 	 0 	 0 	 0 	 -1 	 99
406282 	 -10 	 0 	 0 	 0 	 -1 	 106
406285 	 -11 	 0 	 0 	 0 	 0 	 106
406287 	 -11 	 0 	 0 	 0 	 0 	 106
406289 	 -13 	 0 	 0 	 0 	 0 	 93
406291 	 -13 	 0 	 0 	 0 	 0 	 106
406293 	 -11 	 0 	 0 	 0 	 0 	 113
406295 	 -10 	 0 	 0 	 0 	 3 	 99
406297 	 -10 	 0 	 0 	 0 	 0 	 99
406299 	 -9 	 0 	 0 	 0 	 2 	 99
406301 	 -10 	 0 	 0 	 0 	 0 	 113
406303 	 -15 	 0 	 0 	 0 	 -2 	 126
406305 	 -11 	 0 	 0 	 0 	 -1 	 113
406307 	 -10 	 0 	 0 	 0 	 0 	 86
406309 	 -13 	 0 	 0 	 0 	 0 	 113
406311 	 -11 	 0 	 0 	 0 	 0 	 113
406313 	 -11 	 0 	 0 	 0 	 0 	 126
406315 	 -13 	 0 	 0 	 0 	 3 	 113
406317 	 -14 	 0 	 0 	 0 	 -1 	 119
406319 	 -13 	 0 	 0 	 0 	 0 	 113
406321 	 -9 	 0 	 0 	 0 	 4 	 79
406323 	 -8 	 0 	 0 	 0 	 6 	 86
406325 	 -9 	 0 	 0 	 0 	 3 	 86
406327 	 -11 	 0 	 0 	 0 	 -2 	 86
406329 	 -10 	 0 	 0 	 0 	 -2 	 99
406331 	 -9 	 0 	 0 	 0 	 0 	 93
406333 	 -9 	 0 	 0 	 0 	 2 	 93
406335 	 -10 	 0 	 0 	 0 	 1 	 79
406337 	 -11 	 0 	 0 	 0 	 -1 	 79
406339 	 -13 	 0 	 0 	 0 	 -2 	 99
406341 	 -11 	 0 	 0 	 0 	 -1 	 99
406343 	 -10 	 0 	 0 	 0 	 2 	 99
406345 	 -13 	 0 	 0 	 0 	 0 	 119
406347 	 -15 	 0 	 0 	 0 	 -3 	 119
406349 	 -15 	 0 	 0 	 0 	 -5 	 126
406351 	 -11 	 0 	 0 	 0 	 2 	 113
406353 	 -11 	 0 	 0 	 0 	 5 	 113
406355 	 -13 	 0 	 0 	 0 	 4 	 113
406357 	 -16 	 0 	 0 	 0 	 -3 	 -117
406359 	 -16 	 0 	 0 	 0 	 -5 	 -117
406361 	 -10 	 0 	 0 	 0 	 1 	 106
406363 	 -9 	 0 	 0 	 0 	 6 	 79
406365 	 -15 	 0 	 0 	 0 	 2 	 119
406367 	 -14 	 0 	 0 	 0 	 -2 	 119
406369 	 -14 	 0 	 0 	 0 	 -3 	 119
406371 	 -15 	 0 	 0 	 0 	 0 	 126
406373 	 -11 	 0 	 0 	 0 	 3 	 113
406375 	 -16 	 0 	 0 	 0 	 -1 	 -124
406377 	 -16 	 0 	 0 	 0 	 -1 	 -117
406379 	 -14 	 0 	 0 	 0 	 -2 	 119
406381 	 -11 	 0 	 0 	 0 	 4 	 106
406383 	 -10 	 0 	 0 	 0 	 7 	 113
406385 	 -11 	 0 	 0 	 0 	 2 	 119
406387 	 -9 	 0 	 0 	 0 	 0 	 86
406389 	 -9 	 0 	 0 	 0 	 1 	 93
406391 	 -11 	 0 	 0 	 0 	 0 	 99
406393 	 -13 	 0 	 0 	 0 	 -1 	 113
406395 	 -9 	 0 	 0 	 0 	 0 	 99
406397 	 -8 	 0 	 0 	 0 	 3 	 93
406399 	 -7 	 0 	 0 	 0 	 6 	 86
406401 	 -8 	 0 	 0 	 0 	 -1 	 86
406403 	 -10 	 0 	 0 	 0 	 -1 	 113
406405 	 -11 	 0 	 0 	 0 	 -2 	 126
406407 	 -11 	 0 	 0 	 0 	 0 	 119
406409 	 -14 	 0 	 0 	 0 	 -3 	 -124
406411 	 -16 	 0 	 0 	 0 	 -5 	 113
406413 	 -13 	 0 	 0 	 0 	 0 	 99
406415 	 -13 	 0 	 0 	 0 	 1 	 106
406417 	 -10 	 0 	 0 	 0 	 6 	 93
406419 	 -11 	 0 	 0 	 0 	 1 	 106
406421 	 -11 	 0 	 0 	 0 	 2 	 86
406423 	 -13 	 0 	 0 	 0 	 -2 	 113
406425 	 -9 	 0 	 0 	 0 	 2 	 106
406427 	 -9 	 0 	 0 	 0 	 0 	 99
406429 	 -11 	 0 	 0 	 0 	 1 	 113
406431 	 -9 	 0 	 0 	 0 	 0 	 93
406433 	 -8 	 0 	 0 	 0 	 4 	 86
406435 	 -8 	 0 	 0 	 0 	 6 	 93
406437 	 -9 	 0 	 0 	 0 	 0 	 93
406439 	 -13 	 0 	 0 	 0 	 -5 	 119
406441 	 -11 	 0 	 0 	 0 	 -5 	 99
406443 	 -8 	 0 	 0 	 0 	 2 	 93
406445 	 -8 	 0 	 0 	 0 	 5 	 99
406447 	 -9 	 0 	 0 	 0 	 3 	 86
406449 	 -9 	 0 	 0 	 0 	 0 	 93
406451 	 -13 	 0 	 0 	 0 	 -3 	 119
406453 	 -17 	 0 	 0 	 0 	 -6 	 -117
406455 	 -14 	 0 	 0 	 0 	 -4 	 119
406457 	 -13 	 0 	 0 	 0 	 0 	 106
406459 	 -10 	 0 	 0 	 0 	 6 	 93
406461 	 -9 	 0 	 0 	 0 	 6 	 86
406463 	 -10 	 0 	 0 	 0 	 2 	 106
406465 	 -8 	 0 	 0 	 0 	 2 	 93
406467 	 -8 	 0 	 0 	 0 	 -3 	 79
406469 	 -8 	 0 	 0 	 0 	 3 	 86
406471 	 -9 	 0 	 0 	 0 	 0 	 99
406473 	 -9 	 0 	 0 	 0 	 2 	 99
406475 	 -10 	 0 	 0 	 0 	 -3 	 99
406477 	 -11 	 0 	 0 	 0 	 -1 	 99
406479 	 -13 	 0 	 0 	 0 	 -2 	 119
406481 	 -9 	 0 	 0 	 0 	 3 	 99
406483 	 -11 	 0 	 0 	 0 	 0 	 126
406485 	 -11 	 0 	 0 	 0 	 1 	 126
406487 	 -9 	 0 	 0 	 0 	 0 	 93
406491 	 -15 	 0 	 0 	 0 	 -3 	 -124
406493 	 -15 	 0 	 0 	 0 	 -3 	 -124
406495 	 -13 	 0 	 0 	 0 	 -1 	 99
406497 	 -11 	 0 	 0 	 0 	 4 	 93
406499 	 -14 	 0 	 0 	 0 	 0 	 106
406501 	 -14 	 0 	 0 	 0 	 0 	 126
406503 	 -10 	 0 	 0 	 0 	 1 	 113
406505 	 -11 	 0 	 0 	 0 	 2 	 113
406507 	 -11 	 0 	 0 	 0 	 1 	 106
406509 	 -14 	 0 	 0 	 0 	 -2 	 126
406511 	 -14 	 0 	 0 	 0 	 -1 	 126
406513 	 -13 	 0 	 0 	 0 	 0 	 -124
406515 	 -10 	 0 	 0 	 0 	 3 	 106
406517 	 -9 	 0 	 0 	 0 	 5 	 93
406519 	 -14 	 0 	 0 	 0 	 -1 	 119
406521 	 -14 	 0 	 0 	 0 	 -2 	 -124
406523 	 -11 	 0 	 0 	 0 	 -3 	 99
406525 	 -13 	 0 	 0 	 0 	 2 	 113
406527 	 -13 	 0 	 0 	 0 	 1 	 113
406529 	 -10 	 0 	 0 	 0 	 4 	 93
406531 	 -10 	 0 	 0 	 0 	 2 	 99
406533 	 -10 	 0 	 0 	 0 	 2 	 106
406535 	 -11 	 0 	 0 	 0 	 -2 	 106
406537 	 -8 	 0 	 0 	 0 	 2 	 86
406539 	 -7 	 0 	 0 	 0 	 3 	 86
406541 	 -8 	 0 	 0 	 0 	 3 	 86
406543 	 -9 	 0 	 0 	 0 	 -1 	 93
406545 	 -9 	 0 	 0 	 0 	 0 	 86
406547 	 -13 	 0 	 0 	 0 	 -3 	 113
406549 	 -10 	 0 	 0 	 0 	 0 	 86
406551 	 -10 	 0 	 0 	 0 	 -4 	 93
406553 	 -10 	 0 	 0 	 0 	 3 	 106
406555 	 -10 	 0 	 0 	 0 	 0 	 106
