31494 	 -83166 	 -83188 	 -83188 	 -83188 	 3 	 39 	 1061 	 7	 22873
31496 	 -83168 	 -83188 	 -83188 	 -83188 	 2 	 53 	 1060 	 3	 22102
31499 	 -83170 	 -83188 	 -83188 	 -83188 	 -3 	 66 	 1056 	 -16	 19532
31501 	 -83171 	 -83188 	 -83188 	 -83188 	 -2 	 59 	 1057 	 31	 18504
31503 	 -83170 	 -83188 	 -83188 	 -83188 	 0 	 59 	 1059 	 12	 20560
31505 	 -83170 	 -83188 	 -83188 	 -83188 	 1 	 53 	 1059 	 3	 20560
31507 	 -83170 	 -83188 	 -83188 	 -83188 	 2 	 46 	 1060 	 15	 20046
31509 	 -83170 	 -83188 	 -83188 	 -83188 	 -1 	 46 	 1058 	 21	 20046
31511 	 -83171 	 -83188 	 -83188 	 -83188 	 0 	 53 	 1059 	 17	 18761
31513 	 -83171 	 -83188 	 -83188 	 -83188 	 -1 	 59 	 1058 	 -7	 18761
31515 	 -83171 	 -83188 	 -83188 	 -83188 	 1 	 53 	 1059 	 0	 18761
31517 	 -83172 	 -83188 	 -83188 	 -83188 	 -2 	 73 	 1057 	 5	 17733
31519 	 -83174 	 -83188 	 -83188 	 -83188 	 0 	 66 	 1059 	 0	 16962
31521 	 -83171 	 -83188 	 -83188 	 -83188 	 0 	 46 	 1059 	 1	 18761
31523 	 -83170 	 -83188 	 -83188 	 -83188 	 3 	 39 	 1061 	 20	 19532
31525 	 -83171 	 -83188 	 -83188 	 -83188 	 0 	 53 	 1059 	 -10	 17219
31527 	 -83171 	 -83188 	 -83188 	 -83188 	 0 	 46 	 1059 	 0	 17733
31529 	 -83171 	 -83188 	 -83188 	 -83188 	 0 	 39 	 1059 	 20	 18761
31531 	 -83170 	 -83188 	 -83188 	 -83188 	 1 	 39 	 1059 	 21	 20046
31533 	 -83170 	 -83188 	 -83188 	 -83188 	 2 	 46 	 1060 	 1	 19532
31535 	 -83171 	 -83188 	 -83188 	 -83188 	 0 	 46 	 1059 	 17	 18761
31537 	 -83171 	 -83188 	 -83188 	 -83188 	 0 	 46 	 1059 	 -1	 18761
31539 	 -83169 	 -83188 	 -83188 	 -83188 	 1 	 39 	 1059 	 -1	 20303
31541 	 -83169 	 -83188 	 -83188 	 -83188 	 1 	 26 	 1059 	 26	 20817
31543 	 -83169 	 -83188 	 -83188 	 -83188 	 1 	 33 	 1059 	 9	 20817
31545 	 -83170 	 -83188 	 -83188 	 -83188 	 -1 	 33 	 1058 	 3	 20046
31547 	 -83171 	 -83188 	 -83188 	 -83188 	 -1 	 39 	 1058 	 28	 19789
31549 	 -83172 	 -83188 	 -83188 	 -83188 	 -2 	 53 	 1057 	 9	 19532
31551 	 -83171 	 -83188 	 -83188 	 -83188 	 0 	 46 	 1059 	 8	 19275
31553 	 -83171 	 -83188 	 -83188 	 -83188 	 0 	 53 	 1059 	 -1	 18761
31555 	 -83171 	 -83188 	 -83188 	 -83188 	 2 	 59 	 1060 	 17	 19275
31557 	 -83170 	 -83188 	 -83188 	 -83188 	 1 	 39 	 1059 	 12	 20046
31559 	 -83170 	 -83188 	 -83188 	 -83188 	 1 	 46 	 1059 	 13	 20046
31561 	 -83170 	 -83188 	 -83188 	 -83188 	 1 	 53 	 1059 	 11	 19532
