398871 	 145 	 0 	 0 	 0 	 -1 	 -970 	 -32
398873 	 146 	 0 	 0 	 0 	 0 	 -983 	 -32
398877 	 149 	 0 	 0 	 0 	 3 	 -1010 	 -29
398879 	 149 	 0 	 0 	 0 	 3 	 -1003 	 -29
398881 	 151 	 0 	 0 	 0 	 1 	 -1017 	 -31
398883 	 148 	 0 	 0 	 0 	 0 	 -1003 	 -32
398885 	 147 	 0 	 0 	 0 	 -2 	 -1003 	 -33
398887 	 147 	 0 	 0 	 0 	 -2 	 -990 	 -33
398889 	 146 	 0 	 0 	 0 	 -2 	 -983 	 -33
398891 	 146 	 0 	 0 	 0 	 0 	 -983 	 -32
398893 	 147 	 0 	 0 	 0 	 0 	 -997 	 -32
398895 	 147 	 0 	 0 	 0 	 3 	 -997 	 -29
398897 	 147 	 0 	 0 	 0 	 0 	 -997 	 -32
398899 	 147 	 0 	 0 	 0 	 0 	 -1003 	 -32
398901 	 147 	 0 	 0 	 0 	 -1 	 -997 	 -32
398903 	 148 	 0 	 0 	 0 	 1 	 -997 	 -31
398905 	 148 	 0 	 0 	 0 	 1 	 -1003 	 -31
398907 	 148 	 0 	 0 	 0 	 0 	 -1003 	 -32
398909 	 146 	 0 	 0 	 0 	 -1 	 -990 	 -32
398911 	 146 	 0 	 0 	 0 	 -1 	 -983 	 -32
398913 	 146 	 0 	 0 	 0 	 0 	 -983 	 -32
398915 	 146 	 0 	 0 	 0 	 0 	 -977 	 -32
398917 	 146 	 0 	 0 	 0 	 0 	 -983 	 -32
398919 	 146 	 0 	 0 	 0 	 0 	 -990 	 -32
398921 	 146 	 0 	 0 	 0 	 0 	 -977 	 -32
398923 	 146 	 0 	 0 	 0 	 0 	 -970 	 -32
398925 	 147 	 0 	 0 	 0 	 2 	 -997 	 -30
398927 	 148 	 0 	 0 	 0 	 2 	 -997 	 -30
398929 	 148 	 0 	 0 	 0 	 0 	 -990 	 -32
398931 	 147 	 0 	 0 	 0 	 0 	 -1003 	 -32
398933 	 146 	 0 	 0 	 0 	 -2 	 -997 	 -33
398935 	 146 	 0 	 0 	 0 	 1 	 -990 	 -31
398937 	 148 	 0 	 0 	 0 	 1 	 -997 	 -31
398939 	 148 	 0 	 0 	 0 	 2 	 -990 	 -30
398941 	 147 	 0 	 0 	 0 	 2 	 -990 	 -30
398943 	 148 	 0 	 0 	 0 	 0 	 -1003 	 -32
398945 	 147 	 0 	 0 	 0 	 1 	 -983 	 -31
398947 	 147 	 0 	 0 	 0 	 -1 	 -990 	 -32
398949 	 148 	 0 	 0 	 0 	 1 	 -1003 	 -31
398951 	 148 	 0 	 0 	 0 	 1 	 -997 	 -31
398953 	 149 	 0 	 0 	 0 	 2 	 -997 	 -30
398955 	 149 	 0 	 0 	 0 	 0 	 -1003 	 -32
398957 	 148 	 0 	 0 	 0 	 0 	 -997 	 -32
398959 	 148 	 0 	 0 	 0 	 0 	 -997 	 -32
398961 	 148 	 0 	 0 	 0 	 0 	 -997 	 -32
398963 	 148 	 0 	 0 	 0 	 0 	 -990 	 -32
398965 	 148 	 0 	 0 	 0 	 -1 	 -1003 	 -32
398967 	 147 	 0 	 0 	 0 	 -1 	 -990 	 -32
398969 	 145 	 0 	 0 	 0 	 -3 	 -970 	 -34
398971 	 145 	 0 	 0 	 0 	 0 	 -983 	 -32
398973 	 146 	 0 	 0 	 0 	 0 	 -990 	 -32
398975 	 146 	 0 	 0 	 0 	 3 	 -997 	 -29
398977 	 146 	 0 	 0 	 0 	 0 	 -990 	 -32
398979 	 146 	 0 	 0 	 0 	 0 	 -990 	 -32
398981 	 146 	 0 	 0 	 0 	 0 	 -990 	 -32
398983 	 146 	 0 	 0 	 0 	 0 	 -983 	 -32
398985 	 146 	 0 	 0 	 0 	 0 	 -990 	 -32
398987 	 147 	 0 	 0 	 0 	 1 	 -990 	 -31
398989 	 148 	 0 	 0 	 0 	 3 	 -1003 	 -29
398991 	 148 	 0 	 0 	 0 	 2 	 -990 	 -30
398993 	 148 	 0 	 0 	 0 	 1 	 -990 	 -31
398995 	 147 	 0 	 0 	 0 	 -1 	 -1003 	 -32
398997 	 146 	 0 	 0 	 0 	 0 	 -977 	 -32
398999 	 147 	 0 	 0 	 0 	 0 	 -990 	 -32
399001 	 148 	 0 	 0 	 0 	 3 	 -1003 	 -29
399003 	 151 	 0 	 0 	 0 	 3 	 -1003 	 -29
399005 	 151 	 0 	 0 	 0 	 1 	 -1017 	 -31
399007 	 149 	 0 	 0 	 0 	 -1 	 -1003 	 -32
399009 	 147 	 0 	 0 	 0 	 -2 	 -990 	 -33
399011 	 147 	 0 	 0 	 0 	 -1 	 -990 	 -32
399013 	 147 	 0 	 0 	 0 	 0 	 -983 	 -32
399015 	 146 	 0 	 0 	 0 	 0 	 -983 	 -32
399017 	 146 	 0 	 0 	 0 	 -2 	 -977 	 -33
399019 	 143 	 0 	 0 	 0 	 -1 	 -970 	 -32
399021 	 146 	 0 	 0 	 0 	 0 	 -990 	 -32
399023 	 146 	 0 	 0 	 0 	 2 	 -990 	 -30
399025 	 147 	 0 	 0 	 0 	 3 	 -997 	 -29
399027 	 147 	 0 	 0 	 0 	 1 	 -1010 	 -31
399029 	 148 	 0 	 0 	 0 	 3 	 -1017 	 -29
399031 	 148 	 0 	 0 	 0 	 1 	 -1010 	 -31
399033 	 148 	 0 	 0 	 0 	 1 	 -1010 	 -31
399035 	 148 	 0 	 0 	 0 	 -1 	 -1010 	 -32
399037 	 147 	 0 	 0 	 0 	 0 	 -997 	 -32
399039 	 147 	 0 	 0 	 0 	 0 	 -983 	 -32
399041 	 148 	 0 	 0 	 0 	 1 	 -997 	 -31
399043 	 148 	 0 	 0 	 0 	 0 	 -997 	 -32
399045 	 147 	 0 	 0 	 0 	 0 	 -997 	 -32
399047 	 147 	 0 	 0 	 0 	 0 	 -997 	 -32
399049 	 148 	 0 	 0 	 0 	 1 	 -997 	 -31
399051 	 149 	 0 	 0 	 0 	 3 	 -1003 	 -29
399053 	 148 	 0 	 0 	 0 	 0 	 -997 	 -32
399055 	 147 	 0 	 0 	 0 	 0 	 -997 	 -32
399057 	 148 	 0 	 0 	 0 	 0 	 -997 	 -32
399059 	 146 	 0 	 0 	 0 	 0 	 -977 	 -32
399061 	 146 	 0 	 0 	 0 	 -1 	 -983 	 -32
399063 	 147 	 0 	 0 	 0 	 0 	 -990 	 -32
399065 	 148 	 0 	 0 	 0 	 1 	 -1003 	 -31
399067 	 146 	 0 	 0 	 0 	 0 	 -997 	 -32
399069 	 146 	 0 	 0 	 0 	 -1 	 -983 	 -32
399071 	 147 	 0 	 0 	 0 	 1 	 -983 	 -31
399073 	 149 	 0 	 0 	 0 	 3 	 -997 	 -29
399075 	 149 	 0 	 0 	 0 	 3 	 -1003 	 -29
