23586 	 -83657 	 -83686 	 -83686 	 -83686 	 0 	 46 	 1059 	 -57	 257
23588 	 -83657 	 -83686 	 -83686 	 -83686 	 2 	 39 	 1060 	 -18	 257
23590 	 -83655 	 -83686 	 -83686 	 -83686 	 2 	 33 	 1060 	 -30	 1028
23592 	 -83655 	 -83686 	 -83686 	 -83686 	 0 	 26 	 1059 	 -36	 1542
23594 	 -83658 	 -83686 	 -83686 	 -83686 	 0 	 46 	 1059 	 -40	 514
23596 	 -83657 	 -83686 	 -83686 	 -83686 	 0 	 46 	 1059 	 -53	 1285
23598 	 -83655 	 -83686 	 -83686 	 -83686 	 2 	 39 	 1060 	 -37	 2056
23600 	 -83657 	 -83686 	 -83686 	 -83686 	 0 	 46 	 1059 	 -24	 771
23602 	 -83658 	 -83686 	 -83686 	 -83686 	 0 	 53 	 1059 	 -28	 64764
23604 	 -83657 	 -83686 	 -83686 	 -83686 	 0 	 46 	 1059 	 -60	 257
23606 	 -83658 	 -83686 	 -83686 	 -83686 	 0 	 53 	 1059 	 -65	 65278
23608 	 -83658 	 -83686 	 -83686 	 -83686 	 0 	 46 	 1059 	 -26	 65278
23610 	 -83657 	 -83686 	 -83686 	 -83686 	 0 	 39 	 1059 	 -29	 514
23612 	 -83657 	 -83686 	 -83686 	 -83686 	 1 	 39 	 1059 	 -22	 1028
23614 	 -83655 	 -83686 	 -83686 	 -83686 	 2 	 33 	 1060 	 -28	 2313
23616 	 -83655 	 -83686 	 -83686 	 -83686 	 1 	 33 	 1059 	 -30	 1799
23618 	 -83657 	 -83686 	 -83686 	 -83686 	 0 	 39 	 1059 	 -63	 1028
23620 	 -83657 	 -83686 	 -83686 	 -83686 	 0 	 39 	 1059 	 -42	 514
23622 	 -83657 	 -83686 	 -83686 	 -83686 	 0 	 46 	 1059 	 -36	 514
23624 	 -83657 	 -83686 	 -83686 	 -83686 	 1 	 46 	 1059 	 -22	 1542
23626 	 -83657 	 -83686 	 -83686 	 -83686 	 0 	 53 	 1059 	 -22	 1028
23628 	 -83655 	 -83686 	 -83686 	 -83686 	 2 	 26 	 1060 	 -66	 1285
23630 	 -83655 	 -83686 	 -83686 	 -83686 	 0 	 19 	 1059 	 -30	 1799
23632 	 -83655 	 -83686 	 -83686 	 -83686 	 2 	 26 	 1060 	 -29	 2313
23634 	 -83654 	 -83686 	 -83686 	 -83686 	 0 	 33 	 1059 	 -65	 2827
23636 	 -83654 	 -83686 	 -83686 	 -83686 	 1 	 19 	 1059 	 -24	 3341
23638 	 -83655 	 -83686 	 -83686 	 -83686 	 0 	 26 	 1059 	 -22	 2313
23640 	 -83655 	 -83686 	 -83686 	 -83686 	 0 	 26 	 1059 	 -33	 1799
23642 	 -83655 	 -83686 	 -83686 	 -83686 	 0 	 33 	 1059 	 -40	 2056
23644 	 -83655 	 -83686 	 -83686 	 -83686 	 0 	 26 	 1059 	 -53	 1542
23646 	 -83654 	 -83686 	 -83686 	 -83686 	 2 	 33 	 1060 	 -27	 2313
23648 	 -83654 	 -83686 	 -83686 	 -83686 	 0 	 26 	 1059 	 -36	 2827
23650 	 -83655 	 -83686 	 -83686 	 -83686 	 0 	 19 	 1059 	 -55	 2056
23652 	 -83657 	 -83686 	 -83686 	 -83686 	 0 	 46 	 1059 	 -38	 1285
23654 	 -83654 	 -83686 	 -83686 	 -83686 	 0 	 33 	 1059 	 -44	 2827
23656 	 -83654 	 -83686 	 -83686 	 -83686 	 2 	 26 	 1060 	 -28	 2827
23658 	 -83654 	 -83686 	 -83686 	 -83686 	 0 	 33 	 1059 	 -11	 2313
23660 	 -83654 	 -83686 	 -83686 	 -83686 	 0 	 33 	 1059 	 -18	 2313
23662 	 -83654 	 -83686 	 -83686 	 -83686 	 0 	 19 	 1059 	 -47	 2570
23664 	 -83654 	 -83686 	 -83686 	 -83686 	 0 	 33 	 1059 	 -32	 2056
23666 	 -83654 	 -83686 	 -83686 	 -83686 	 0 	 26 	 1059 	 -61	 2056
23668 	 -83655 	 -83686 	 -83686 	 -83686 	 -1 	 33 	 1058 	 -36	 1799
23670 	 -83657 	 -83686 	 -83686 	 -83686 	 -3 	 33 	 1056 	 -24	 771
23672 	 -83659 	 -83686 	 -83686 	 -83686 	 -2 	 39 	 1057 	 -46	 65021
23674 	 -83659 	 -83686 	 -83686 	 -83686 	 -1 	 46 	 1058 	 -35	 65021
23676 	 -83659 	 -83686 	 -83686 	 -83686 	 0 	 53 	 1059 	 -58	 64507
23678 	 -83659 	 -83686 	 -83686 	 -83686 	 0 	 46 	 1059 	 -32	 64507
23680 	 -83659 	 -83686 	 -83686 	 -83686 	 0 	 39 	 1059 	 -52	 65021
23682 	 -83659 	 -83686 	 -83686 	 -83686 	 3 	 46 	 1061 	 -59	 65535
23684 	 -83655 	 -83686 	 -83686 	 -83686 	 2 	 26 	 1060 	 -45	 1285
23686 	 -83657 	 -83686 	 -83686 	 -83686 	 2 	 33 	 1060 	 -44	 514
23688 	 -83657 	 -83686 	 -83686 	 -83686 	 0 	 33 	 1059 	 -27	 514
23690 	 -83657 	 -83686 	 -83686 	 -83686 	 0 	 46 	 1059 	 -46	 514
23692 	 -83655 	 -83686 	 -83686 	 -83686 	 2 	 19 	 1060 	 -59	 1285
23694 	 -83654 	 -83686 	 -83686 	 -83686 	 1 	 19 	 1059 	 -23	 2056
23696 	 -83655 	 -83686 	 -83686 	 -83686 	 0 	 26 	 1059 	 -33	 1285
23698 	 -83657 	 -83686 	 -83686 	 -83686 	 -1 	 26 	 1058 	 -28	 1028
23700 	 -83659 	 -83686 	 -83686 	 -83686 	 -3 	 46 	 1056 	 -40	 65535
23702 	 -83657 	 -83686 	 -83686 	 -83686 	 1 	 39 	 1059 	 -34	 2570
23704 	 -83654 	 -83686 	 -83686 	 -83686 	 3 	 39 	 1061 	 -21	 4112
23706 	 -83654 	 -83686 	 -83686 	 -83686 	 4 	 39 	 1062 	 -23	 4112
23708 	 -83655 	 -83686 	 -83686 	 -83686 	 0 	 46 	 1059 	 -13	 3341
23710 	 -83657 	 -83686 	 -83686 	 -83686 	 -3 	 46 	 1056 	 -28	 2570
23712 	 -83658 	 -83686 	 -83686 	 -83686 	 -2 	 53 	 1057 	 -47	 1799
23714 	 -83658 	 -83686 	 -83686 	 -83686 	 -1 	 53 	 1058 	 -53	 257
23716 	 -83658 	 -83686 	 -83686 	 -83686 	 0 	 59 	 1059 	 -46	 771
23718 	 -83658 	 -83686 	 -83686 	 -83686 	 0 	 59 	 1059 	 -43	 771
23720 	 -83657 	 -83686 	 -83686 	 -83686 	 1 	 46 	 1059 	 -48	 1542
23722 	 -83657 	 -83686 	 -83686 	 -83686 	 0 	 53 	 1059 	 -43	 1028
23724 	 -83658 	 -83686 	 -83686 	 -83686 	 2 	 59 	 1060 	 -46	 65535
23726 	 -83658 	 -83686 	 -83686 	 -83686 	 0 	 59 	 1059 	 -33	 257
23728 	 -83658 	 -83686 	 -83686 	 -83686 	 2 	 66 	 1060 	 -33	 771
23730 	 -83657 	 -83686 	 -83686 	 -83686 	 0 	 53 	 1059 	 -69	 2570
23732 	 -83657 	 -83686 	 -83686 	 -83686 	 3 	 59 	 1061 	 -38	 1542
23734 	 -83655 	 -83686 	 -83686 	 -83686 	 1 	 39 	 1059 	 -35	 1285
23736 	 -83655 	 -83686 	 -83686 	 -83686 	 2 	 39 	 1060 	 -48	 1542
23738 	 -83654 	 -83686 	 -83686 	 -83686 	 1 	 19 	 1059 	 -36	 2827
23740 	 -83653 	 -83686 	 -83686 	 -83686 	 2 	 13 	 1060 	 -36	 4112
23742 	 -83654 	 -83686 	 -83686 	 -83686 	 0 	 26 	 1059 	 -8	 3855
23744 	 -83654 	 -83686 	 -83686 	 -83686 	 0 	 33 	 1059 	 -53	 3855
23746 	 -83654 	 -83686 	 -83686 	 -83686 	 0 	 33 	 1059 	 -20	 3855
23748 	 -83655 	 -83686 	 -83686 	 -83686 	 0 	 33 	 1059 	 -18	 3084
23750 	 -83655 	 -83686 	 -83686 	 -83686 	 0 	 39 	 1059 	 -39	 2570
23752 	 -83655 	 -83686 	 -83686 	 -83686 	 0 	 46 	 1059 	 -33	 2570
23754 	 -83654 	 -83686 	 -83686 	 -83686 	 1 	 33 	 1059 	 -40	 3855
23756 	 -83657 	 -83686 	 -83686 	 -83686 	 0 	 33 	 1059 	 -16	 2313
23758 	 -83657 	 -83686 	 -83686 	 -83686 	 -1 	 39 	 1058 	 -44	 2313
23760 	 -83657 	 -83686 	 -83686 	 -83686 	 -1 	 39 	 1058 	 -34	 1799
23762 	 -83657 	 -83686 	 -83686 	 -83686 	 0 	 39 	 1059 	 -30	 1799
23764 	 -83658 	 -83686 	 -83686 	 -83686 	 -1 	 53 	 1058 	 -38	 514
23766 	 -83659 	 -83686 	 -83686 	 -83686 	 0 	 39 	 1059 	 -35	 65278
23768 	 -83658 	 -83686 	 -83686 	 -83686 	 0 	 39 	 1059 	 -28	 0
23770 	 -83658 	 -83686 	 -83686 	 -83686 	 1 	 46 	 1059 	 -35	 65278
23772 	 -83658 	 -83686 	 -83686 	 -83686 	 0 	 53 	 1059 	 -21	 0
23774 	 -83657 	 -83686 	 -83686 	 -83686 	 1 	 26 	 1059 	 -35	 771
23776 	 -83657 	 -83686 	 -83686 	 -83686 	 1 	 26 	 1059 	 -26	 771
23778 	 -83655 	 -83686 	 -83686 	 -83686 	 3 	 39 	 1061 	 -44	 2056
23780 	 -83657 	 -83686 	 -83686 	 -83686 	 0 	 46 	 1059 	 -33	 1285
23782 	 -83657 	 -83686 	 -83686 	 -83686 	 2 	 39 	 1060 	 -40	 1285
23784 	 -83654 	 -83686 	 -83686 	 -83686 	 2 	 19 	 1060 	 -38	 2570
23786 	 -83653 	 -83686 	 -83686 	 -83686 	 3 	 19 	 1061 	 -37	 4369
23788 	 -83653 	 -83686 	 -83686 	 -83686 	 0 	 19 	 1059 	 -24	 4369
23790 	 -83657 	 -83686 	 -83686 	 -83686 	 -2 	 33 	 1057 	 -19	 1799
23792 	 -83658 	 -83686 	 -83686 	 -83686 	 -3 	 46 	 1056 	 -18	 1028
23794 	 -83658 	 -83686 	 -83686 	 -83686 	 -1 	 46 	 1058 	 -31	 1542
