89289 	 -88665 	 -88643 	 -88643 	 -88643 	 2 	 1778 	 523 	 456
89291 	 -88665 	 -88643 	 -88643 	 -88643 	 1 	 1778 	 522 	 443
89295 	 -88666 	 -88643 	 -88643 	 -88643 	 0 	 1791 	 522 	 429
89297 	 -88665 	 -88643 	 -88643 	 -88643 	 0 	 1764 	 522 	 442
89299 	 -88665 	 -88643 	 -88643 	 -88643 	 1 	 1764 	 522 	 409
89301 	 -88665 	 -88643 	 -88643 	 -88643 	 0 	 1778 	 522 	 431
89303 	 -88666 	 -88643 	 -88643 	 -88643 	 0 	 1778 	 522 	 416
89305 	 -88665 	 -88643 	 -88643 	 -88643 	 1 	 1771 	 522 	 422
89307 	 -88665 	 -88643 	 -88643 	 -88643 	 0 	 1771 	 522 	 436
89309 	 -88666 	 -88643 	 -88643 	 -88643 	 0 	 1778 	 522 	 445
89311 	 -88665 	 -88643 	 -88643 	 -88643 	 -1 	 1778 	 521 	 412
89313 	 -88665 	 -88643 	 -88643 	 -88643 	 1 	 1778 	 522 	 441
89315 	 -88664 	 -88643 	 -88643 	 -88643 	 1 	 1771 	 522 	 440
89317 	 -88664 	 -88643 	 -88643 	 -88643 	 2 	 1778 	 523 	 435
89319 	 -88664 	 -88643 	 -88643 	 -88643 	 0 	 1778 	 522 	 443
89321 	 -88664 	 -88643 	 -88643 	 -88643 	 0 	 1764 	 522 	 438
89323 	 -88664 	 -88643 	 -88643 	 -88643 	 0 	 1758 	 522 	 433
89325 	 -88665 	 -88643 	 -88643 	 -88643 	 0 	 1778 	 522 	 425
89327 	 -88665 	 -88643 	 -88643 	 -88643 	 0 	 1764 	 522 	 465
89329 	 -88664 	 -88643 	 -88643 	 -88643 	 0 	 1771 	 522 	 431
89331 	 -88664 	 -88643 	 -88643 	 -88643 	 0 	 1771 	 522 	 439
89333 	 -88665 	 -88643 	 -88643 	 -88643 	 0 	 1784 	 522 	 448
89335 	 -88665 	 -88643 	 -88643 	 -88643 	 0 	 1771 	 522 	 431
89337 	 -88665 	 -88643 	 -88643 	 -88643 	 0 	 1764 	 522 	 438
89339 	 -88665 	 -88643 	 -88643 	 -88643 	 0 	 1771 	 522 	 443
89341 	 -88667 	 -88643 	 -88643 	 -88643 	 -1 	 1778 	 521 	 450
89343 	 -88666 	 -88643 	 -88643 	 -88643 	 0 	 1784 	 522 	 428
89345 	 -88666 	 -88643 	 -88643 	 -88643 	 0 	 2054 	 522 	 409
89347 	 -88665 	 -88643 	 -88643 	 -88643 	 2 	 1791 	 523 	 404
89349 	 -88666 	 -88643 	 -88643 	 -88643 	 0 	 2054 	 522 	 425
89351 	 -88666 	 -88643 	 -88643 	 -88643 	 1 	 1784 	 522 	 412
89353 	 -88664 	 -88643 	 -88643 	 -88643 	 2 	 1771 	 523 	 409
89355 	 -88662 	 -88643 	 -88643 	 -88643 	 2 	 1771 	 523 	 432
89357 	 -88664 	 -88643 	 -88643 	 -88643 	 1 	 1784 	 522 	 442
89359 	 -88664 	 -88643 	 -88643 	 -88643 	 -2 	 1778 	 520 	 415
89361 	 -88667 	 -88643 	 -88643 	 -88643 	 -2 	 2054 	 520 	 425
89363 	 -88666 	 -88643 	 -88643 	 -88643 	 -1 	 2054 	 521 	 426
89365 	 -88665 	 -88643 	 -88643 	 -88643 	 1 	 1778 	 522 	 404
89367 	 -88665 	 -88643 	 -88643 	 -88643 	 2 	 1784 	 523 	 421
89369 	 -88664 	 -88643 	 -88643 	 -88643 	 2 	 1778 	 523 	 421
89371 	 -88664 	 -88643 	 -88643 	 -88643 	 1 	 1778 	 522 	 435
89373 	 -88666 	 -88643 	 -88643 	 -88643 	 0 	 2060 	 522 	 446
89375 	 -88666 	 -88643 	 -88643 	 -88643 	 -2 	 1791 	 520 	 406
89377 	 -88667 	 -88643 	 -88643 	 -88643 	 -1 	 1791 	 521 	 411
89379 	 -88665 	 -88643 	 -88643 	 -88643 	 2 	 1784 	 523 	 413
89381 	 -88665 	 -88643 	 -88643 	 -88643 	 1 	 1778 	 522 	 446
89383 	 -88666 	 -88643 	 -88643 	 -88643 	 0 	 1771 	 522 	 450
89385 	 -88666 	 -88643 	 -88643 	 -88643 	 -1 	 1778 	 521 	 437
89387 	 -88666 	 -88643 	 -88643 	 -88643 	 1 	 1791 	 522 	 403
89389 	 -88665 	 -88643 	 -88643 	 -88643 	 0 	 1784 	 522 	 417
89391 	 -88665 	 -88643 	 -88643 	 -88643 	 1 	 1784 	 522 	 406
89393 	 -88665 	 -88643 	 -88643 	 -88643 	 -2 	 1791 	 520 	 428
89395 	 -88667 	 -88643 	 -88643 	 -88643 	 0 	 2054 	 522 	 428
89398 	 -88666 	 -88643 	 -88643 	 -88643 	 0 	 1778 	 522 	 415
89400 	 -88666 	 -88643 	 -88643 	 -88643 	 1 	 1771 	 522 	 417
89402 	 -88666 	 -88643 	 -88643 	 -88643 	 0 	 1784 	 522 	 402
89404 	 -88667 	 -88643 	 -88643 	 -88643 	 -1 	 2060 	 521 	 400
89406 	 -88668 	 -88643 	 -88643 	 -88643 	 -2 	 2067 	 520 	 412
89408 	 -88667 	 -88643 	 -88643 	 -88643 	 0 	 1791 	 522 	 425
89410 	 -88666 	 -88643 	 -88643 	 -88643 	 3 	 2054 	 524 	 434
89412 	 -88666 	 -88643 	 -88643 	 -88643 	 2 	 1778 	 523 	 430
89414 	 -88666 	 -88643 	 -88643 	 -88643 	 1 	 1771 	 522 	 429
89416 	 -88667 	 -88643 	 -88643 	 -88643 	 -1 	 1784 	 521 	 404
89418 	 -88666 	 -88643 	 -88643 	 -88643 	 1 	 1784 	 522 	 409
89420 	 -88666 	 -88643 	 -88643 	 -88643 	 2 	 1764 	 523 	 403
